id,partido_id,tipo,minuto
E-0772,P-053,Sustitución,76
E-0773,P-053,Sustitución,79
E-0774,P-053,Sustitución,80
E-0775,P-053,Sustitución,86
E-0776,P-054,Gol,14
E-0777,P-054,Tarjeta Amarilla,36
E-0778,P-054,Gol,38
E-0779,P-054,Sustitución,54
E-0780,P-054,Sustitución,57
E-0781,P-054,Sustitución,60
E-0782,P-054,Sustitución,60
E-0783,P-054,Sustitución,62
E-0784,P-054,Sustitución,64
E-0785,P-054,Sustitución,67
E-0786,P-054,Sustitución,69
E-0787,P-054,Tarjeta Amarilla,69
E-0788,P-054,Sustitución,71
E-0789,P-054,Sustitución,72
E-0790,P-054,Tarjeta Amarilla,74
E-0791,P-055,Tarjeta Amarilla,16
E-0792,P-055,Gol,37
E-0793,P-055,Tarjeta Amarilla,53
E-0794,P-055,Sustitución,57
E-0795,P-055,Sustitución,58
E-0796,P-055,Sustitución,60
E-0797,P-055,Sustitución,60
E-0798,P-055,Gol,65
E-0799,P-055,Sustitución,66
E-0800,P-055,Sustitución,67
E-0801,P-055,Sustitución,74
E-0802,P-055,Sustitución,74
E-0803,P-055,Sustitución,76
E-0804,P-055,Tarjeta Amarilla,77
E-0805,P-055,Sustitución,80
E-0806,P-056,Tarjeta Amarilla,31
E-0807,P-056,Tarjeta Amarilla,31
E-0808,P-056,Tarjeta Amarilla,34
E-0809,P-056,Gol,45
E-0810,P-056,Sustitución,46
E-0811,P-056,Gol,46
E-0812,P-056,Sustitución,47
E-0813,P-056,Sustitución,48
E-0814,P-056,Sustitución,49
E-0815,P-056,Sustitución,50
E-0816,P-056,Sustitución,52
E-0817,P-056,Sustitución,56
E-0818,P-056,Gol,60
E-0819,P-056,Sustitución,62
E-0820,P-056,Tarjeta Amarilla,62
E-0821,P-056,Tarjeta Amarilla,76
E-0822,P-057,Gol,16
E-0823,P-057,Sustitución,53
E-0824,P-057,Tarjeta Amarilla,53
E-0825,P-057,Gol,54
E-0826,P-057,Sustitución,60
E-0827,P-057,Sustitución,61
E-0828,P-057,Sustitución,63
E-0829,P-057,Gol,64
E-0830,P-057,Sustitución,65
E-0831,P-057,Gol,66
E-0832,P-057,Sustitución,68
E-0833,P-057,Sustitución,69
E-0834,P-057,Gol,74
E-0835,P-057,Tarjeta Amarilla,89
E-0836,P-058,Sustitución,47
E-0837,P-058,Sustitución,54
E-0838,P-058,Tarjeta Amarilla,58
E-0839,P-058,Sustitución,59
E-0840,P-058,Gol,59
E-0841,P-058,Sustitución,62
E-0842,P-058,Sustitución,63
E-0843,P-058,Tarjeta Amarilla,63
E-0844,P-058,Sustitución,67
E-0845,P-058,Sustitución,68
E-0846,P-058,Sustitución,75
E-0847,P-059,Tarjeta Amarilla,3
E-0848,P-059,Tarjeta Amarilla,16
E-0849,P-059,Gol,19
E-0850,P-059,Tarjeta Amarilla,22
E-0851,P-059,Sustitución,46
E-0852,P-059,Sustitución,51
E-0853,P-059,Sustitución,52
E-0854,P-059,Tarjeta Amarilla,54
E-0855,P-059,Sustitución,56
E-0856,P-059,Sustitución,57
E-0857,P-059,Sustitución,60
E-0858,P-059,Sustitución,63
E-0859,P-059,Tarjeta Amarilla,64
E-0860,P-059,Gol,76
E-0861,P-060,Tarjeta Amarilla,3
E-0862,P-060,Gol,4
E-0863,P-060,Tarjeta Amarilla,6
E-0864,P-060,Gol,28
E-0865,P-060,Tarjeta Amarilla,35
E-0866,P-060,Gol,52
E-0867,P-060,Sustitución,54
E-0868,P-060,Sustitución,57
E-0869,P-060,Sustitución,58
E-0870,P-060,Sustitución,64
E-0871,P-060,Sustitución,65
E-0872,P-060,Sustitución,65
E-0873,P-060,Tarjeta Amarilla,74
E-0874,P-060,Tarjeta Amarilla,82
E-0875,P-061,Tarjeta Amarilla,7
E-0876,P-061,Gol,21
E-0877,P-061,Gol,25
E-0878,P-061,Gol,45
E-0879,P-061,Sustitución,59
E-0880,P-061,Sustitución,60
E-0881,P-061,Tarjeta Amarilla,61
E-0882,P-061,Sustitución,63
E-0883,P-061,Sustitución,64
E-0884,P-061,Sustitución,67
E-0885,P-061,Sustitución,69
E-0886,P-061,Sustitución,73
E-0887,P-061,Sustitución,74
E-0888,P-061,Sustitución,77
E-0889,P-061,Tarjeta Amarilla,82
E-0890,P-061,Sustitución,85
E-0891,P-062,Gol,37
E-0892,P-062,Tarjeta Amarilla,38
E-0893,P-062,Gol,45
E-0894,P-062,Sustitución,47
E-0895,P-062,Sustitución,50
E-0896,P-062,Sustitución,54
E-0897,P-062,Sustitución,55
E-0898,P-062,Sustitución,56
E-0899,P-062,Sustitución,58
E-0900,P-062,Tarjeta Amarilla,59
E-0901,P-062,Sustitución,62
E-0902,P-062,Gol,63
E-0903,P-062,Sustitución,64
E-0904,P-062,Sustitución,67
E-0905,P-063,Tarjeta Amarilla,9
E-0906,P-063,Tarjeta Amarilla,17
E-0907,P-063,Gol,41
E-0908,P-063,Sustitución,50
E-0909,P-063,Sustitución,56
E-0910,P-063,Sustitución,56
E-0911,P-063,Sustitución,60
E-0912,P-063,Sustitución,62
E-0913,P-063,Sustitución,68
E-0914,P-063,Tarjeta Amarilla,81
E-0915,P-063,Tarjeta Amarilla,83
E-0916,P-064,Tarjeta Amarilla,32
E-0917,P-064,Tarjeta Amarilla,34
E-0918,P-064,Gol,35
E-0919,P-064,Sustitución,47
E-0920,P-064,Sustitución,54
E-0921,P-064,Tarjeta Amarilla,56
E-0922,P-064,Sustitución,60
E-0923,P-064,Sustitución,60
E-0924,P-064,Tarjeta Amarilla,61
E-0925,P-064,Gol,63
E-0926,P-064,Sustitución,67
E-0927,P-064,Sustitución,74
E-0928,P-064,Gol,82
E-0929,P-064,Tarjeta Amarilla,85
E-0930,P-065,Gol,5
E-0931,P-065,Gol,6
E-0932,P-065,Tarjeta Amarilla,12
E-0933,P-065,Gol,22
E-0934,P-065,Sustitución,54
E-0935,P-065,Sustitución,57
E-0936,P-065,Sustitución,59
E-0937,P-065,Gol,61
E-0938,P-065,Sustitución,62
E-0939,P-065,Gol,62
E-0940,P-065,Sustitución,67
E-0941,P-065,Sustitución,68
E-0942,P-065,Sustitución,68
E-0943,P-065,Sustitución,71
E-0944,P-065,Tarjeta Amarilla,72
E-0945,P-065,Sustitución,74
E-0946,P-065,Tarjeta Amarilla,74
E-0947,P-065,Tarjeta Amarilla,75
E-0948,P-065,Tarjeta Amarilla,82
E-0949,P-065,Gol,90
E-0950,P-066,Tarjeta Amarilla,15
E-0951,P-066,Gol,22
E-0952,P-066,Tarjeta Amarilla,32
E-0953,P-066,Gol,34
E-0954,P-066,Sustitución,48
E-0955,P-066,Sustitución,53
E-0956,P-066,Gol,53
E-0957,P-066,Sustitución,57
E-0958,P-066,Sustitución,60
E-0959,P-066,Sustitución,61
E-0960,P-066,Tarjeta Amarilla,61
E-0961,P-066,Tarjeta Amarilla,62
E-0962,P-066,Sustitución,68
E-0963,P-066,Sustitución,70
E-0964,P-066,Sustitución,77
E-0965,P-066,Gol,77
E-0966,P-067,Gol,17
E-0967,P-067,Tarjeta Amarilla,21
E-0968,P-067,Tarjeta Amarilla,37
E-0969,P-067,Sustitución,46
E-0970,P-067,Sustitución,47
E-0971,P-067,Gol,47
E-0972,P-067,Sustitución,50
E-0973,P-067,Sustitución,53
E-0974,P-067,Sustitución,54
E-0975,P-067,Sustitución,56
E-0976,P-067,Sustitución,63
E-0977,P-067,Sustitución,70
E-0978,P-067,Tarjeta Amarilla,82
E-0979,P-068,Tarjeta Amarilla,5
E-0980,P-068,Gol,11
E-0981,P-068,Gol,16
E-0982,P-068,Tarjeta Amarilla,24
E-0983,P-068,Tarjeta Amarilla,36
E-0984,P-068,Gol,37
E-0985,P-068,Tarjeta Amarilla,44
E-0986,P-068,Gol,53
E-0987,P-068,Gol,53
E-0988,P-068,Sustitución,57
E-0989,P-068,Sustitución,59
E-0990,P-068,Sustitución,61
E-0991,P-068,Sustitución,62
E-0992,P-068,Tarjeta Amarilla,64
E-0993,P-068,Sustitución,68
E-0994,P-068,Sustitución,69
E-0995,P-068,Sustitución,75
E-0996,P-068,Sustitución,76
E-0997,P-068,Gol,79
E-0998,P-068,Sustitución,83
E-0999,P-069,Tarjeta Amarilla,7
E-1000,P-069,Gol,17
E-1001,P-069,Tarjeta Amarilla,22
E-1002,P-069,Tarjeta Amarilla,33
E-1003,P-069,Gol,40
E-1004,P-069,Sustitución,51
E-1005,P-069,Sustitución,55
E-1006,P-069,Sustitución,57
E-1007,P-069,Sustitución,60
E-1008,P-069,Sustitución,61
E-1009,P-069,Sustitución,62
E-1010,P-069,Sustitución,64
E-1011,P-069,Tarjeta Amarilla,64
E-1012,P-069,Gol,75
E-1013,P-070,Gol,1
E-1014,P-070,Tarjeta Amarilla,7
E-1015,P-070,Tarjeta Amarilla,20
E-1016,P-070,Tarjeta Amarilla,33
E-1017,P-070,Sustitución,47
E-1018,P-070,Tarjeta Amarilla,47
E-1019,P-070,Gol,48
E-1020,P-070,Sustitución,50
E-1021,P-070,Sustitución,55
E-1022,P-070,Sustitución,55
E-1023,P-070,Tarjeta Amarilla,59
E-1024,P-070,Sustitución,62
E-1025,P-070,Sustitución,63
E-1026,P-070,Sustitución,65
E-1027,P-070,Sustitución,68
E-1028,P-071,Tarjeta Amarilla,5
E-1029,P-071,Gol,28
E-1030,P-071,Tarjeta Amarilla,45
E-1031,P-071,Tarjeta Amarilla,47
E-1032,P-071,Sustitución,53
E-1033,P-071,Sustitución,55
E-1034,P-071,Sustitución,56
E-1035,P-071,Gol,57
E-1036,P-071,Sustitución,58
E-1037,P-071,Sustitución,58
E-1038,P-071,Sustitución,61
E-1039,P-071,Sustitución,66
E-1040,P-071,Gol,78
E-1041,P-071,Tarjeta Amarilla,84
E-1042,P-072,Tarjeta Amarilla,2
E-1043,P-072,Gol,6
E-1044,P-072,Tarjeta Amarilla,12
E-1045,P-072,Gol,16
E-1046,P-072,Gol,20
E-1047,P-072,Tarjeta Amarilla,43
E-1048,P-072,Sustitución,48
E-1049,P-072,Sustitución,53
E-1050,P-072,Sustitución,56
E-1051,P-072,Sustitución,59
E-1052,P-072,Sustitución,62
E-1053,P-072,Sustitución,64
E-1054,P-072,Gol,65
E-1055,P-072,Tarjeta Amarilla,73
E-1056,P-072,Gol,76
E-1057,P-072,Tarjeta Amarilla,76
E-1058,P-073,Gol,11
E-1059,P-073,Gol,11
E-1060,P-073,Tarjeta Amarilla,30
E-1061,P-073,Tarjeta Amarilla,34
E-1062,P-073,Sustitución,46
E-1063,P-073,Sustitución,47
E-1064,P-073,Sustitución,51
E-1065,P-073,Sustitución,52
E-1066,P-073,Sustitución,52
E-1067,P-073,Sustitución,53
E-1068,P-073,Sustitución,58
E-1069,P-073,Tarjeta Amarilla,78
E-1070,P-074,Tarjeta Amarilla,4
E-1071,P-074,Tarjeta Amarilla,7
E-1072,P-074,Gol,19
E-1073,P-074,Tarjeta Amarilla,53
E-1074,P-074,Gol,55
E-1075,P-074,Sustitución,56
E-1076,P-074,Sustitución,57
E-1077,P-074,Sustitución,62
E-1078,P-074,Sustitución,62
E-1079,P-074,Sustitución,64
E-1080,P-074,Sustitución,65
E-1081,P-074,Sustitución,65
E-1082,P-074,Sustitución,67
E-1083,P-074,Gol,71
E-1084,P-074,Sustitución,74
E-1085,P-074,Tarjeta Amarilla,80
E-1086,P-075,Tarjeta Amarilla,41
E-1087,P-075,Sustitución,47
E-1088,P-075,Sustitución,50
E-1089,P-075,Sustitución,56
E-1090,P-075,Sustitución,57
E-1091,P-075,Sustitución,58
E-1092,P-075,Tarjeta Amarilla,59
E-1093,P-075,Tarjeta Roja,64
E-1094,P-075,Sustitución,66
E-1095,P-075,Sustitución,69
E-1096,P-075,Gol,72
E-1097,P-075,Tarjeta Amarilla,77
E-1098,P-076,Tarjeta Amarilla,21
E-1099,P-076,Tarjeta Amarilla,21
E-1100,P-076,Gol,53
E-1101,P-076,Sustitución,58
E-1102,P-076,Sustitución,59
E-1103,P-076,Sustitución,59
E-1104,P-076,Sustitución,60
E-1105,P-076,Tarjeta Amarilla,61
E-1106,P-076,Sustitución,66
E-1107,P-076,Sustitución,68
E-1108,P-076,Gol,78
E-1109,P-076,Tarjeta Amarilla,80
E-1110,P-077,Gol,40
E-1111,P-077,Sustitución,48
E-1112,P-077,Sustitución,49
E-1113,P-077,Tarjeta Amarilla,49
E-1114,P-077,Sustitución,53
E-1115,P-077,Sustitución,56
E-1116,P-077,Sustitución,59
E-1117,P-077,Sustitución,61
E-1118,P-077,Sustitución,62
E-1119,P-077,Sustitución,68
E-1120,P-077,Gol,68
E-1121,P-077,Sustitución,69
E-1122,P-077,Tarjeta Amarilla,72
E-1123,P-077,Gol,75
E-1124,P-078,Gol,19
E-1125,P-078,Tarjeta Amarilla,41
E-1126,P-078,Gol,43
E-1127,P-078,Gol,46
E-1128,P-078,Sustitución,52
E-1129,P-078,Sustitución,53
E-1130,P-078,Sustitución,59
E-1131,P-078,Sustitución,60
E-1132,P-078,Sustitución,63
E-1133,P-078,Sustitución,65
E-1134,P-078,Sustitución,70
E-1135,P-078,Sustitución,71
E-1136,P-078,Sustitución,73
E-1137,P-078,Tarjeta Amarilla,75
E-1138,P-078,Gol,81
E-1139,P-079,Gol,7
E-1140,P-079,Tarjeta Amarilla,15
E-1141,P-079,Tarjeta Amarilla,25
E-1142,P-079,Sustitución,47
E-1143,P-079,Sustitución,48
E-1144,P-079,Sustitución,52
E-1145,P-079,Sustitución,56
E-1146,P-079,Sustitución,57
E-1147,P-079,Sustitución,62
E-1148,P-079,Tarjeta Amarilla,63
E-1149,P-079,Sustitución,68
E-1150,P-079,Tarjeta Amarilla,84
E-1151,P-080,Gol,6
E-1152,P-080,Tarjeta Amarilla,9
E-1153,P-080,Gol,11
E-1154,P-080,Tarjeta Amarilla,16
E-1155,P-080,Tarjeta Amarilla,44
E-1156,P-080,Sustitución,46
E-1157,P-080,Sustitución,48
E-1158,P-080,Sustitución,50
E-1159,P-080,Sustitución,52
E-1160,P-080,Sustitución,55
E-1161,P-080,Sustitución,59
E-1162,P-080,Sustitución,60
E-1163,P-080,Tarjeta Amarilla,60
E-1164,P-080,Sustitución,66
E-1165,P-080,Gol,69
E-1166,P-080,Sustitución,74
E-1167,P-080,Gol,83
E-1168,P-081,Tarjeta Amarilla,8
E-1169,P-081,Gol,12
E-1170,P-081,Tarjeta Amarilla,14
E-1171,P-081,Gol,46
E-1172,P-081,Sustitución,47
E-1173,P-081,Sustitución,54
E-1174,P-081,Sustitución,55
E-1175,P-081,Tarjeta Amarilla,56
E-1176,P-081,Sustitución,58
E-1177,P-081,Sustitución,62
E-1178,P-081,Sustitución,66
E-1179,P-081,Sustitución,68
E-1180,P-081,Sustitución,68
E-1181,P-081,Sustitución,69
E-1182,P-081,Gol,81
E-1183,P-082,Gol,9
E-1184,P-082,Tarjeta Amarilla,17
E-1185,P-082,Gol,21
E-1186,P-082,Tarjeta Amarilla,26
E-1187,P-082,Gol,39
E-1188,P-082,Tarjeta Amarilla,43
E-1189,P-082,Sustitución,51
E-1190,P-082,Gol,56
E-1191,P-082,Sustitución,57
E-1192,P-082,Sustitución,59
E-1193,P-082,Sustitución,60
E-1194,P-082,Sustitución,63
E-1195,P-082,Sustitución,64
E-1196,P-082,Sustitución,67
E-1197,P-082,Sustitución,69
E-1198,P-082,Sustitución,72
E-1199,P-082,Sustitución,77
E-1200,P-082,Tarjeta Amarilla,79
E-1201,P-082,Tarjeta Amarilla,89
E-1202,P-083,Tarjeta Amarilla,7
E-1203,P-083,Gol,10
E-1204,P-083,Gol,21
E-1205,P-083,Gol,54
E-1206,P-083,Sustitución,56
E-1207,P-083,Sustitución,60
E-1208,P-083,Sustitución,61
E-1209,P-083,Sustitución,63
E-1210,P-083,Sustitución,66
E-1211,P-083,Sustitución,67
E-1212,P-083,Sustitución,69
E-1213,P-083,Sustitución,73
E-1214,P-083,Sustitución,74
E-1215,P-083,Gol,76
E-1216,P-083,Tarjeta Amarilla,81
E-1217,P-084,Gol,7
E-1218,P-084,Gol,11
E-1219,P-084,Gol,31
E-1220,P-084,Sustitución,52
E-1221,P-084,Tarjeta Amarilla,52
E-1222,P-084,Tarjeta Amarilla,55
E-1223,P-084,Sustitución,56
E-1224,P-084,Sustitución,57
E-1225,P-084,Sustitución,58
E-1226,P-084,Sustitución,60
E-1227,P-084,Sustitución,67
E-1228,P-084,Sustitución,74
E-1229,P-084,Gol,76
E-1230,P-084,Tarjeta Roja,87
E-1231,P-084,Tarjeta Amarilla,90
E-1232,P-085,Tarjeta Amarilla,12
E-1233,P-085,Tarjeta Amarilla,41
E-1234,P-085,Sustitución,53
E-1235,P-085,Tarjeta Amarilla,53
E-1236,P-085,Sustitución,56
E-1237,P-085,Sustitución,60
E-1238,P-085,Sustitución,61
E-1239,P-085,Sustitución,62
E-1240,P-085,Sustitución,64
E-1241,P-085,Sustitución,72
E-1242,P-085,Tarjeta Amarilla,74
E-1243,P-085,Sustitución,79
E-1244,P-086,Gol,5
E-1245,P-086,Tarjeta Amarilla,14
E-1246,P-086,Tarjeta Amarilla,32
E-1247,P-086,Gol,35
E-1248,P-086,Gol,44
E-1249,P-086,Sustitución,48
E-1250,P-086,Sustitución,51
E-1251,P-086,Sustitución,57
E-1252,P-086,Sustitución,58
E-1253,P-086,Sustitución,62
E-1254,P-086,Sustitución,63
E-1255,P-086,Sustitución,65
E-1256,P-086,Sustitución,70
E-1257,P-087,Tarjeta Amarilla,3
E-1258,P-087,Tarjeta Amarilla,13
E-1259,P-087,Sustitución,46
E-1260,P-087,Sustitución,48
E-1261,P-087,Sustitución,52
E-1262,P-087,Sustitución,57
E-1263,P-087,Sustitución,59
E-1264,P-087,Sustitución,64
E-1265,P-087,Tarjeta Amarilla,84
E-1266,P-087,Tarjeta Amarilla,89
E-1267,P-088,Tarjeta Amarilla,19
E-1268,P-088,Tarjeta Amarilla,57
E-1269,P-088,Sustitución,58
E-1270,P-088,Sustitución,59
E-1271,P-088,Sustitución,61
E-1272,P-088,Sustitución,63
E-1273,P-088,Sustitución,64
E-1274,P-088,Sustitución,66
E-1275,P-088,Sustitución,68
E-1276,P-088,Sustitución,72
E-1277,P-088,Tarjeta Amarilla,86
E-1278,P-089,Gol,15
E-1279,P-089,Gol,22
E-1280,P-089,Tarjeta Amarilla,23
E-1281,P-089,Gol,38
E-1282,P-089,Gol,46
E-1283,P-089,Tarjeta Amarilla,46
E-1284,P-089,Sustitución,59
E-1285,P-089,Sustitución,59
E-1286,P-089,Sustitución,61
E-1287,P-089,Tarjeta Amarilla,62
E-1288,P-089,Sustitución,65
E-1289,P-089,Sustitución,67
E-1290,P-089,Sustitución,67
E-1291,P-089,Sustitución,73
E-1292,P-089,Sustitución,75
E-1293,P-089,Sustitución,82
E-1294,P-089,Sustitución,85
E-1295,P-090,Tarjeta Amarilla,31
E-1296,P-090,Gol,39
E-1297,P-090,Gol,45
E-1298,P-090,Sustitución,47
E-1299,P-090,Tarjeta Amarilla,49
E-1300,P-090,Sustitución,50
E-1301,P-090,Sustitución,52
E-1302,P-090,Sustitución,54
E-1303,P-090,Sustitución,54
E-1304,P-090,Sustitución,57
E-1305,P-090,Sustitución,60
E-1306,P-090,Tarjeta Amarilla,60
E-1307,P-090,Gol,63
E-1308,P-090,Sustitución,65
E-1309,P-090,Tarjeta Amarilla,68
E-1310,P-090,Tarjeta Amarilla,69
E-1311,P-090,Sustitución,70
E-1312,P-091,Tarjeta Amarilla,5
E-1313,P-091,Gol,11
E-1314,P-091,Gol,15
E-1315,P-091,Gol,32
E-1316,P-091,Tarjeta Amarilla,36
E-1317,P-091,Sustitución,47
E-1318,P-091,Tarjeta Amarilla,51
E-1319,P-091,Sustitución,53
E-1320,P-091,Sustitución,57
E-1321,P-091,Sustitución,57
E-1322,P-091,Tarjeta Amarilla,61
E-1323,P-091,Sustitución,64
E-1324,P-091,Sustitución,68
E-1325,P-091,Tarjeta Amarilla,82
E-1326,P-092,Tarjeta Amarilla,16
E-1327,P-092,Tarjeta Amarilla,43
E-1328,P-092,Sustitución,53
E-1329,P-092,Sustitución,53
E-1330,P-092,Sustitución,60
E-1331,P-092,Sustitución,61
E-1332,P-092,Sustitución,62
E-1333,P-092,Sustitución,63
E-1334,P-092,Sustitución,67
E-1335,P-092,Sustitución,70
E-1336,P-092,Sustitución,72
E-1337,P-092,Sustitución,75
E-1338,P-092,Gol,75
E-1339,P-092,Gol,81
E-1340,P-092,Gol,90
E-1341,P-093,Tarjeta Amarilla,44
E-1342,P-093,Sustitución,46
E-1343,P-093,Sustitución,52
E-1344,P-093,Gol,52
E-1345,P-093,Tarjeta Amarilla,53
E-1346,P-093,Sustitución,54
E-1347,P-093,Sustitución,57
E-1348,P-093,Sustitución,59
E-1349,P-093,Sustitución,60
E-1350,P-093,Sustitución,61
E-1351,P-093,Gol,63
E-1352,P-093,Sustitución,65
E-1353,P-093,Tarjeta Amarilla,69
E-1354,P-093,Gol,72
E-1355,P-093,Gol,76
E-1356,P-093,Tarjeta Roja,83
E-1357,P-094,Gol,31
E-1358,P-094,Sustitución,48
E-1359,P-094,Sustitución,52
E-1360,P-094,Tarjeta Amarilla,52
E-1361,P-094,Sustitución,54
E-1362,P-094,Tarjeta Amarilla,56
E-1363,P-094,Sustitución,59
E-1364,P-094,Sustitución,61
E-1365,P-094,Sustitución,67
E-1366,P-094,Sustitución,69
E-1367,P-094,Tarjeta Amarilla,69
E-1368,P-094,Tarjeta Roja,71
E-1369,P-094,Sustitución,72
E-1370,P-094,Sustitución,77
E-1371,P-094,Gol,84
E-1372,P-094,Tarjeta Amarilla,90
E-1373,P-095,Tarjeta Amarilla,2
E-1374,P-095,Gol,26
E-1375,P-095,Sustitución,47
E-1376,P-095,Sustitución,49
E-1377,P-095,Sustitución,54
E-1378,P-095,Sustitución,55
E-1379,P-095,Sustitución,59
E-1380,P-095,Sustitución,60
E-1381,P-095,Sustitución,60
E-1382,P-095,Sustitución,63
E-1383,P-095,Tarjeta Roja,78
E-1384,P-095,Gol,82
E-1385,P-095,Tarjeta Amarilla,84
E-1386,P-096,Tarjeta Amarilla,4
E-1387,P-096,Tarjeta Amarilla,12
E-1388,P-096,Tarjeta Amarilla,28
E-1389,P-096,Tarjeta Amarilla,42
E-1390,P-096,Sustitución,49
E-1391,P-096,Sustitución,50
E-1392,P-096,Sustitución,52
E-1393,P-096,Sustitución,53
E-1394,P-096,Sustitución,55
E-1395,P-096,Sustitución,56
E-1396,P-096,Sustitución,58
E-1397,P-096,Sustitución,58
E-1398,P-096,Sustitución,62
E-1399,P-096,Sustitución,64
E-1400,P-096,Tarjeta Amarilla,70
E-1401,P-097,Tarjeta Amarilla,16
E-1402,P-097,Tarjeta Amarilla,26
E-1403,P-097,Sustitución,47
E-1404,P-097,Tarjeta Amarilla,49
E-1405,P-097,Sustitución,54
E-1406,P-097,Sustitución,56
E-1407,P-097,Sustitución,61
E-1408,P-097,Sustitución,64
E-1409,P-097,Sustitución,66
E-1410,P-097,Tarjeta Roja,66
E-1411,P-097,Gol,69
E-1412,P-097,Sustitución,72
E-1413,P-097,Sustitución,73
E-1414,P-097,Gol,74
E-1415,P-097,Gol,86
E-1416,P-097,Gol,87
E-1417,P-097,Tarjeta Amarilla,87
E-1418,P-098,Sustitución,55
E-1419,P-098,Sustitución,57
E-1420,P-098,Sustitución,58
E-1421,P-098,Sustitución,62
E-1422,P-098,Sustitución,64
E-1423,P-098,Sustitución,64
E-1424,P-098,Sustitución,72
E-1425,P-098,Sustitución,72
E-1426,P-098,Tarjeta Amarilla,76
E-1427,P-098,Tarjeta Amarilla,77
E-1428,P-098,Gol,111
E-1429,P-099,Tarjeta Amarilla,7
E-1430,P-099,Tarjeta Amarilla,9
E-1431,P-099,Sustitución,47
E-1432,P-099,Sustitución,49
E-1433,P-099,Sustitución,54
E-1434,P-099,Sustitución,55
E-1435,P-099,Tarjeta Amarilla,55
E-1436,P-099,Sustitución,61
E-1437,P-099,Sustitución,62
E-1438,P-099,Sustitución,65
E-1439,P-099,Gol,69
E-1440,P-099,Tarjeta Amarilla,72
E-1441,P-099,Tarjeta Amarilla,85
E-1442,P-100,Tarjeta Amarilla,14
E-1443,P-100,Tarjeta Amarilla,32
E-1444,P-100,Gol,48
E-1445,P-100,Sustitución,51
E-1446,P-100,Sustitución,54
E-1447,P-100,Sustitución,57
E-1448,P-100,Sustitución,58
E-1449,P-100,Sustitución,61
E-1450,P-100,Sustitución,62
E-1451,P-100,Sustitución,66
E-1452,P-100,Sustitución,73
E-1453,P-100,Sustitución,77
E-1454,P-100,Gol,88
E-1455,P-101,Gol,15
E-1456,P-101,Tarjeta Amarilla,21
E-1457,P-101,Gol,29
E-1458,P-101,Gol,31
E-1459,P-101,Tarjeta Amarilla,50
E-1460,P-101,Sustitución,51
E-1461,P-101,Sustitución,52
E-1462,P-101,Sustitución,53
E-1463,P-101,Tarjeta Amarilla,53
E-1464,P-101,Tarjeta Amarilla,53
E-1465,P-101,Sustitución,60
E-1466,P-101,Sustitución,61
E-1467,P-101,Sustitución,62
E-1468,P-101,Sustitución,63
E-1469,P-101,Sustitución,68
E-1470,P-101,Sustitución,71
E-1471,P-102,Tarjeta Amarilla,26
E-1472,P-102,Tarjeta Amarilla,30
E-1473,P-102,Tarjeta Amarilla,34
E-1474,P-102,Sustitución,49
E-1475,P-102,Sustitución,51
E-1476,P-102,Sustitución,55
E-1477,P-102,Sustitución,56
E-1478,P-102,Sustitución,59
E-1479,P-102,Sustitución,59
E-1480,P-102,Sustitución,66
E-1481,P-102,Sustitución,69
E-1482,P-102,Gol,71
E-1483,P-102,Gol,72
E-1484,P-102,Tarjeta Amarilla,89
E-1485,P-102,Gol,104
E-1486,P-103,Tarjeta Amarilla,10
E-1487,P-103,Tarjeta Amarilla,31
E-1488,P-103,Sustitución,59
E-1489,P-103,Sustitución,59
E-1490,P-103,Sustitución,61
E-1491,P-103,Sustitución,63
E-1492,P-103,Gol,64
E-1493,P-103,Tarjeta Amarilla,65
E-1494,P-103,Sustitución,66
E-1495,P-103,Gol,66
E-1496,P-103,Sustitución,67
E-1497,P-103,Sustitución,68
E-1498,P-103,Sustitución,71
E-1499,P-103,Sustitución,74
E-1500,P-103,Sustitución,80
E-1501,P-104,Sustitución,49
E-1502,P-104,Sustitución,49
E-1503,P-104,Sustitución,50
E-1504,P-104,Sustitución,51
E-1505,P-104,Sustitución,55
E-1506,P-104,Tarjeta Amarilla,55
E-1507,P-104,Sustitución,57
E-1508,P-104,Tarjeta Amarilla,68
E-1509,P-104,Tarjeta Amarilla,68
E-1510,P-104,Tarjeta Roja,69
E-1511,P-104,Tarjeta Amarilla,82
E-1512,P-104,Gol,97
E-1513,P-105,Tarjeta Amarilla,9
E-1514,P-105,Gol,21
E-1515,P-105,Sustitución,47
E-1516,P-105,Sustitución,54
E-1517,P-105,Sustitución,55
E-1518,P-105,Sustitución,57
E-1519,P-105,Sustitución,59
E-1520,P-105,Sustitución,60
E-1521,P-105,Sustitución,61
E-1522,P-105,Tarjeta Amarilla,83
E-1523,P-105,Gol,89
E-1524,P-106,Tarjeta Amarilla,15
E-1525,P-106,Tarjeta Amarilla,22
E-1526,P-106,Tarjeta Amarilla,36
E-1527,P-106,Sustitución,49
E-1528,P-106,Sustitución,56
E-1529,P-106,Sustitución,58
E-1530,P-106,Sustitución,62
E-1531,P-106,Sustitución,65
E-1532,P-106,Sustitución,65
E-1533,P-106,Gol,67
E-1534,P-106,Sustitución,68
E-1535,P-106,Sustitución,71
E-1536,P-106,Gol,76
E-1537,P-106,Gol,77
E-1538,P-106,Tarjeta Amarilla,77
E-1539,P-106,Gol,83
E-1540,P-106,Gol,105
E-1541,P-107,Tarjeta Amarilla,21
