evento_id,jugador_id,rol
E-0578,TUR-15,entra
E-0579,TUR-7,amonestado
E-0580,PAR-16,autor
E-0581,GER-9,amonestado
E-0582,CIV-22,autor
E-0583,CIV-8,amonestado
E-0584,GER-26,sale
E-0584,GER-22,entra
E-0585,CIV-24,sale
E-0585,CIV-25,entra
E-0586,CIV-8,sale
E-0586,CIV-5,entra
E-0587,GER-2,sale
E-0587,GER-25,entra
E-0588,GER-13,sale
E-0588,GER-11,entra
E-0589,CIV-17,sale
E-0589,CIV-21,entra
E-0590,CIV-20,sale
E-0590,CIV-14,entra
E-0591,GER-11,autor
E-0591,GER-20,asistencia
E-0592,GER-3,sale
E-0592,GER-16,entra
E-0593,CIV-13,amonestado
E-0594,GER-25,autor
E-0594,GER-22,asistencia
E-0595,CIV-6,amonestado
E-0596,GER-25,autor
E-0596,GER-22,asistencia
E-0597,CUW-25,amonestado
E-0598,CUW-15,autor
E-0598,CUW-4,asistencia
E-0599,ECU-10,amonestado
E-0600,CUW-2,sale
E-0600,CUW-17,entra
E-0601,CUW-4,sale
E-0601,CUW-9,entra
E-0602,ECU-21,sale
E-0602,ECU-25,entra
E-0603,CUW-16,sale
E-0603,CUW-18,entra
E-0604,ECU-7,sale
E-0604,ECU-9,entra
E-0605,ECU-26,sale
E-0605,ECU-5,entra
E-0606,ECU-10,sale
E-0606,ECU-15,entra
E-0607,ECU-25,autor
E-0607,ECU-5,asistencia
E-0608,NED-20,autor
E-0608,NED-10,asistencia
E-0609,SWE-1,amonestado
E-0610,NED-2,autor
E-0610,NED-5,asistencia
E-0611,SWE-17,amonestado
E-0612,SWE-7,sale
E-0612,SWE-6,entra
E-0613,NED-15,sale
E-0613,NED-7,entra
E-0614,SWE-3,sale
E-0614,SWE-16,entra
E-0615,NED-20,sale
E-0615,NED-19,entra
E-0616,SWE-15,sale
E-0616,SWE-13,entra
E-0617,SWE-17,sale
E-0617,SWE-26,entra
E-0618,NED-14,sale
E-0618,NED-26,entra
E-0619,NED-10,sale
E-0619,NED-17,entra
E-0620,SWE-22,amonestado
E-0621,NED-2,sale
E-0621,NED-6,entra
E-0622,JPN-14,amonestado
E-0623,JPN-21,autor
E-0624,TUN-11,amonestado
E-0625,TUN-21,autor
E-0625,TUN-6,asistencia
E-0626,TUN-11,sale
E-0626,TUN-5,entra
E-0627,TUN-4,sale
E-0627,TUN-24,entra
E-0628,JPN-2,sale
E-0628,JPN-9,entra
E-0629,JPN-13,sale
E-0629,JPN-15,entra
E-0630,TUN-6,sale
E-0630,TUN-2,entra
E-0631,JPN-21,amonestado
E-0632,JPN-21,sale
E-0632,JPN-26,entra
E-0633,TUN-3,sale
E-0633,TUN-17,entra
E-0634,TUN-9,sale
E-0634,TUN-13,entra
E-0635,JPN-6,sale
E-0635,JPN-7,entra
E-0636,JPN-26,autor
E-0637,JPN-3,amonestado
E-0638,JPN-9,amonestado
E-0639,BEL-10,amonestado
E-0640,EGY-13,amonestado
E-0641,EGY-15,autor
E-0641,EGY-10,asistencia
E-0642,EGY-2,amonestado
E-0643,EGY-15,autor
E-0643,EGY-10,asistencia
E-0644,EGY-15,sale
E-0644,EGY-9,entra
E-0645,BEL-11,sale
E-0645,BEL-16,entra
E-0646,EGY-4,sale
E-0646,EGY-8,entra
E-0647,BEL-21,sale
E-0647,BEL-14,entra
E-0648,EGY-22,sale
E-0648,EGY-7,entra
E-0649,BEL-4,sale
E-0649,BEL-6,entra
E-0650,BEL-20,autor
E-0651,EGY-13,sale
E-0651,EGY-16,entra
E-0652,EGY-20,sale
E-0652,EGY-19,entra
E-0653,EGY-9,amonestado
E-0654,IRN-24,autor
E-0655,IRN-16,amonestado
E-0656,NZL-22,autor
E-0657,NZL-20,autor
E-0657,NZL-7,asistencia
E-0658,IRN-2,amonestado
E-0659,NZL-2,sale
E-0659,NZL-15,entra
E-0660,IRN-24,sale
E-0660,IRN-25,entra
E-0661,NZL-5,sale
E-0661,NZL-6,entra
E-0662,NZL-13,sale
E-0662,NZL-26,entra
E-0663,NZL-20,sale
E-0663,NZL-25,entra
E-0664,IRN-22,sale
E-0664,IRN-26,entra
E-0665,NZL-21,sale
E-0665,NZL-24,entra
E-0666,IRN-13,sale
E-0666,IRN-14,entra
E-0667,IRN-11,sale
E-0667,IRN-19,entra
E-0668,IRN-14,autor
E-0668,IRN-16,asistencia
E-0669,ESP-10,autor
E-0669,ESP-4,asistencia
E-0670,KSA-7,amonestado
E-0671,KSA-3,amonestado
E-0672,ESP-10,autor
E-0672,ESP-13,asistencia
E-0673,KSA-10,sale
E-0673,KSA-16,entra
E-0674,ESP-24,autor
E-0674,ESP-13,asistencia
E-0675,KSA-7,sale
E-0675,KSA-6,entra
E-0676,ESP-20,sale
E-0676,ESP-22,entra
E-0677,KSA-11,sale
E-0677,KSA-18,entra
E-0678,KSA-21,sale
E-0678,KSA-24,entra
E-0679,ESP-24,sale
E-0679,ESP-16,entra
E-0680,ESP-7,sale
E-0680,ESP-9,entra
E-0681,ESP-22,autor
E-0681,ESP-16,asistencia
E-0682,ESP-13,sale
E-0682,ESP-18,entra
E-0683,ESP-16,amonestado
E-0684,KSA-6,amonestado
E-0685,ESP-11,amonestado
E-0686,ESP-11,autor
E-0686,ESP-16,asistencia
E-0687,URU-10,amonestado
E-0688,CPV-4,amonestado
E-0689,CPV-14,amonestado
E-0690,URU-6,amonestado
E-0691,URU-21,autor
E-0691,URU-11,asistencia
E-0692,CPV-20,amonestado
E-0693,CPV-15,autor
E-0693,CPV-21,asistencia
E-0694,URU-7,sale
E-0694,URU-8,entra
E-0695,CPV-9,sale
E-0695,CPV-6,entra
E-0696,URU-13,sale
E-0696,URU-19,entra
E-0697,CPV-15,sale
E-0697,CPV-7,entra
E-0698,CPV-13,sale
E-0698,CPV-17,entra
E-0699,URU-2,sale
E-0699,URU-9,entra
E-0700,URU-20,autor
E-0701,URU-10,autor
E-0701,URU-11,asistencia
E-0702,URU-25,autor
E-0702,URU-10,asistencia
E-0703,FRA-22,autor
E-0703,FRA-10,asistencia
E-0704,FRA-5,amonestado
E-0705,FRA-22,autor
E-0706,FRA-3,amonestado
E-0707,FRA-2,sale
E-0707,FRA-9,entra
E-0708,FRA-10,amonestado
E-0709,FRA-18,amonestado
E-0710,NOR-3,sale
E-0710,NOR-5,entra
E-0711,NOR-16,autor
E-0711,NOR-22,asistencia
E-0712,FRA-3,sale
E-0712,FRA-8,entra
E-0713,NOR-22,sale
E-0713,NOR-2,entra
E-0714,FRA-21,sale
E-0714,FRA-17,entra
E-0715,FRA-22,sale
E-0715,FRA-26,entra
E-0716,NOR-4,sale
E-0716,NOR-18,entra
E-0717,FRA-20,autor
E-0717,FRA-10,asistencia
E-0718,NOR-6,sale
E-0718,NOR-15,entra
E-0719,NOR-5,amonestado
E-0720,IRQ-21,autor
E-0721,IRQ-14,amonestado
E-0722,IRQ-22,autor
E-0723,SEN-5,amonestado
E-0724,SEN-13,sale
E-0724,SEN-14,entra
E-0725,IRQ-20,sale
E-0725,IRQ-9,entra
E-0726,IRQ-3,amonestado
E-0727,IRQ-4,sale
E-0727,IRQ-7,entra
E-0728,SEN-10,sale
E-0728,SEN-17,entra
E-0729,IRQ-14,sale
E-0729,IRQ-10,entra
E-0730,SEN-14,autor
E-0730,SEN-17,asistencia
E-0731,SEN-20,sale
E-0731,SEN-8,entra
E-0732,SEN-8,amonestado
E-0733,ALG-2,amonestado
E-0734,ALG-9,autor
E-0734,ALG-22,asistencia
E-0735,ALG-9,amonestado
E-0736,ALG-8,amonestado
E-0737,ARG-8,amonestado
E-0738,ARG-20,sale
E-0738,ARG-7,entra
E-0739,ALG-9,sale
E-0739,ALG-19,entra
E-0740,ALG-22,sale
E-0740,ALG-25,entra
E-0741,ARG-9,sale
E-0741,ARG-4,entra
E-0742,ALG-2,sale
E-0742,ALG-3,entra
E-0743,ARG-4,autor
E-0743,ARG-22,asistencia
E-0744,ALG-20,sale
E-0744,ALG-14,entra
E-0745,ARG-2,sale
E-0745,ARG-24,entra
E-0746,ALG-6,sale
E-0746,ALG-7,entra
E-0747,ARG-5,amonestado
E-0748,JOR-4,amonestado
E-0749,JOR-21,sale
E-0749,JOR-26,entra
E-0750,JOR-9,sale
E-0750,JOR-19,entra
E-0751,JOR-3,sale
E-0751,JOR-17,entra
E-0752,AUT-21,sale
E-0752,AUT-16,entra
E-0753,JOR-2,sale
E-0753,JOR-6,entra
E-0754,AUT-17,expulsado
E-0755,AUT-7,sale
E-0755,AUT-9,entra
E-0756,JOR-22,sale
E-0756,JOR-24,entra
E-0757,AUT-20,sale
E-0757,AUT-18,entra
E-0758,AUT-4,autor
E-0759,JOR-19,amonestado
E-0760,AUT-22,autor
E-0760,AUT-6,asistencia
E-0761,POR-11,autor
E-0762,POR-10,sale
E-0762,POR-19,entra
E-0763,UZB-3,sale
E-0763,UZB-14,entra
E-0764,UZB-2,amonestado
E-0765,UZB-24,autor
E-0765,UZB-13,asistencia
E-0766,POR-21,autor
E-0767,POR-20,sale
E-0767,POR-24,entra
E-0768,UZB-17,sale
E-0768,UZB-18,entra
E-0769,POR-2,sale
E-0769,POR-8,entra
E-0770,POR-11,amonestado
E-0771,UZB-6,sale
E-0771,UZB-9,entra
E-0772,POR-13,sale
E-0772,POR-7,entra
E-0773,UZB-4,sale
E-0773,UZB-19,entra
E-0774,POR-6,sale
E-0774,POR-16,entra
E-0775,UZB-13,sale
E-0775,UZB-15,entra
E-0776,COL-21,autor
E-0776,COL-20,asistencia
E-0777,COD-14,amonestado
E-0778,COL-21,autor
E-0778,COL-14,asistencia
E-0779,COL-6,sale
E-0779,COL-9,entra
E-0780,COD-18,sale
E-0780,COD-19,entra
E-0781,COD-14,sale
E-0781,COD-17,entra
E-0782,COL-21,sale
E-0782,COL-25,entra
E-0783,COL-15,sale
E-0783,COL-11,entra
E-0784,COL-22,sale
E-0784,COL-18,entra
E-0785,COD-3,sale
E-0785,COD-5,entra
E-0786,COL-14,sale
E-0786,COL-4,entra
E-0787,COL-2,amonestado
E-0788,COD-4,sale
E-0788,COD-16,entra
E-0789,COD-22,sale
E-0789,COD-26,entra
E-0790,COD-16,amonestado
E-0791,PAN-15,amonestado
E-0792,ENG-15,autor
E-0792,ENG-2,asistencia
E-0793,PAN-20,amonestado
E-0794,PAN-21,sale
E-0794,PAN-11,entra
E-0795,PAN-15,sale
E-0795,PAN-18,entra
E-0796,ENG-22,sale
E-0796,ENG-8,entra
E-0797,PAN-10,sale
E-0797,PAN-19,entra
E-0798,ENG-10,autor
E-0798,ENG-21,asistencia
E-0799,PAN-22,sale
E-0799,PAN-26,entra
E-0800,ENG-11,sale
E-0800,ENG-13,entra
E-0801,ENG-15,sale
E-0801,ENG-14,entra
E-0802,PAN-5,sale
E-0802,PAN-24,entra
E-0803,ENG-3,sale
E-0803,ENG-7,entra
E-0804,ENG-4,amonestado
E-0805,ENG-10,sale
E-0805,ENG-19,entra
E-0806,GHA-19,amonestado
E-0807,CRO-21,amonestado
E-0808,CRO-18,amonestado
E-0809,GHA-20,autor
E-0810,CRO-21,sale
E-0810,CRO-24,entra
E-0811,CRO-22,autor
E-0812,CRO-11,sale
E-0812,CRO-10,entra
E-0813,GHA-4,sale
E-0813,GHA-8,entra
E-0814,GHA-20,sale
E-0814,GHA-7,entra
E-0815,GHA-5,sale
E-0815,GHA-14,entra
E-0816,CRO-22,sale
E-0816,CRO-6,entra
E-0817,GHA-9,sale
E-0817,GHA-17,entra
E-0818,CRO-4,autor
E-0819,GHA-2,sale
E-0819,GHA-6,entra
E-0820,CRO-24,amonestado
E-0821,CRO-6,amonestado
E-0822,NGA-21,autor
E-0823,NGA-24,sale
E-0823,NGA-25,entra
E-0824,ITA-13,amonestado
E-0825,ITA-6,autor
E-0825,ITA-15,asistencia
E-0826,ITA-15,sale
E-0826,ITA-17,entra
E-0827,NGA-15,sale
E-0827,NGA-19,entra
E-0828,ITA-20,sale
E-0828,ITA-9,entra
E-0829,ITA-22,autor
E-0829,ITA-5,asistencia
E-0830,NGA-3,sale
E-0830,NGA-2,entra
E-0831,ITA-22,autor
E-0831,ITA-13,asistencia
E-0832,NGA-6,sale
E-0832,NGA-7,entra
E-0833,ITA-22,sale
E-0833,ITA-21,entra
E-0834,ITA-26,autor
E-0834,ITA-21,asistencia
E-0835,NGA-13,amonestado
E-0836,CHI-20,sale
E-0836,CHI-19,entra
E-0837,CHI-22,sale
E-0837,CHI-17,entra
E-0838,CHN-5,amonestado
E-0839,CHN-10,sale
E-0839,CHN-18,entra
E-0840,CHN-22,autor
E-0840,CHN-2,asistencia
E-0841,CHI-5,sale
E-0841,CHI-6,entra
E-0842,CHI-9,sale
E-0842,CHI-7,entra
E-0843,CHN-2,amonestado
E-0844,CHN-22,sale
E-0844,CHN-24,entra
E-0845,CHN-5,sale
E-0845,CHN-3,entra
E-0846,CHN-15,sale
E-0846,CHN-11,entra
E-0847,PER-13,amonestado
E-0848,PER-7,amonestado
E-0849,DEN-25,autor
E-0850,DEN-5,amonestado
E-0851,DEN-14,sale
E-0851,DEN-18,entra
E-0852,PER-21,sale
E-0852,PER-24,entra
E-0853,DEN-6,sale
E-0853,DEN-4,entra
E-0854,PER-4,amonestado
E-0855,PER-13,sale
E-0855,PER-16,entra
E-0856,PER-7,sale
E-0856,PER-17,entra
E-0857,DEN-11,sale
E-0857,DEN-10,entra
E-0858,DEN-13,sale
E-0858,DEN-17,entra
E-0859,PER-10,amonestado
E-0860,PER-25,autor
E-0860,PER-11,asistencia
E-0861,WAL-25,amonestado
E-0862,CMR-26,autor
E-0863,WAL-7,amonestado
E-0864,WAL-17,autor
E-0864,WAL-13,asistencia
E-0865,CMR-3,amonestado
E-0866,WAL-20,autor
E-0866,WAL-17,asistencia
E-0867,CMR-21,sale
E-0867,CMR-4,entra
E-0868,WAL-20,sale
E-0868,WAL-14,entra
E-0869,CMR-19,sale
E-0869,CMR-17,entra
E-0870,WAL-7,sale
E-0870,WAL-22,entra
E-0871,CMR-5,sale
E-0871,CMR-15,entra
E-0872,WAL-4,sale
E-0872,WAL-8,entra
E-0873,CMR-15,amonestado
E-0874,WAL-2,amonestado
E-0875,CRC-5,amonestado
E-0876,CRC-16,autor
E-0877,POL-13,autor
E-0877,POL-14,asistencia
E-0878,POL-24,autor
E-0878,POL-13,asistencia
E-0879,POL-20,sale
E-0879,POL-21,entra
E-0880,CRC-4,sale
E-0880,CRC-7,entra
E-0881,CRC-17,amonestado
E-0882,CRC-2,sale
E-0882,CRC-13,entra
E-0883,POL-7,sale
E-0883,POL-5,entra
E-0884,CRC-3,sale
E-0884,CRC-18,entra
E-0885,POL-14,sale
E-0885,POL-15,entra
E-0886,CRC-24,sale
E-0886,CRC-26,entra
E-0887,CRC-10,sale
E-0887,CRC-14,entra
E-0888,POL-24,sale
E-0888,POL-10,entra
E-0889,CRC-7,amonestado
E-0890,POL-11,sale
E-0890,POL-16,entra
E-0891,VEN-15,autor
E-0892,MLI-6,amonestado
E-0893,MLI-22,autor
E-0893,MLI-21,asistencia
E-0894,MLI-20,sale
E-0894,MLI-25,entra
E-0895,VEN-15,sale
E-0895,VEN-16,entra
E-0896,MLI-22,sale
E-0896,MLI-16,entra
E-0897,VEN-4,sale
E-0897,VEN-10,entra
E-0898,MLI-5,sale
E-0898,MLI-4,entra
E-0899,MLI-11,sale
E-0899,MLI-19,entra
E-0900,MLI-19,amonestado
E-0901,VEN-6,sale
E-0901,VEN-5,entra
E-0902,VEN-21,autor
E-0902,VEN-16,asistencia
E-0903,MLI-14,sale
E-0903,MLI-17,entra
E-0904,VEN-7,sale
E-0904,VEN-8,entra
E-0905,OMA-3,amonestado
E-0906,UKR-3,amonestado
E-0907,OMA-2,autor
E-0908,UKR-3,sale
E-0908,UKR-2,entra
E-0909,UKR-20,sale
E-0909,UKR-6,entra
E-0910,OMA-3,sale
E-0910,OMA-7,entra
E-0911,UKR-7,sale
E-0911,UKR-9,entra
E-0912,OMA-22,sale
E-0912,OMA-18,entra
E-0913,OMA-2,sale
E-0913,OMA-17,entra
E-0914,UKR-6,amonestado
E-0915,UKR-9,amonestado
E-0916,SRB-3,amonestado
E-0917,NCL-3,amonestado
E-0918,NCL-22,autor
E-0918,NCL-5,asistencia
E-0919,SRB-2,sale
E-0919,SRB-5,entra
E-0920,SRB-20,sale
E-0920,SRB-19,entra
E-0921,NCL-18,amonestado
E-0922,NCL-10,sale
E-0922,NCL-4,entra
E-0923,SRB-7,sale
E-0923,SRB-4,entra
E-0924,SRB-10,amonestado
E-0925,SRB-21,autor
E-0925,SRB-3,asistencia
E-0926,NCL-18,sale
E-0926,NCL-17,entra
E-0927,NCL-3,sale
E-0927,NCL-9,entra
E-0928,SRB-14,autor
E-0928,SRB-10,asistencia
E-0929,SRB-14,amonestado
E-0930,MEX-16,autor
E-0930,MEX-8,asistencia
E-0931,MEX-16,autor
E-0932,MEX-23,amonestado
E-0933,KOR-10,autor
E-0933,KOR-25,asistencia
E-0934,MEX-16,sale
E-0934,MEX-15,entra
E-0935,MEX-2,sale
E-0935,MEX-14,entra
E-0936,KOR-5,sale
E-0936,KOR-15,entra
E-0937,KOR-10,autor
E-0937,KOR-25,asistencia
E-0938,MEX-13,sale
E-0938,MEX-11,entra
E-0939,MEX-14,autor
E-0940,KOR-22,sale
E-0940,KOR-19,entra
E-0941,MEX-21,sale
E-0941,MEX-26,entra
E-0942,KOR-6,sale
E-0942,KOR-8,entra
E-0943,KOR-9,sale
E-0943,KOR-26,entra
E-0944,MEX-10,amonestado
E-0945,KOR-10,sale
E-0945,KOR-16,entra
E-0946,KOR-16,amonestado
E-0947,KOR-15,amonestado
E-0948,KOR-14,amonestado
E-0949,KOR-19,autor
E-0949,KOR-14,asistencia
E-0950,RSA-4,amonestado
E-0951,RSA-22,autor
E-0951,RSA-19,asistencia
E-0952,RSA-3,amonestado
E-0953,RSA-15,autor
E-0954,RSA-4,sale
E-0954,RSA-5,entra
E-0955,RSA-10,sale
E-0955,RSA-14,entra
E-0956,CZE-24,autor
E-0956,CZE-22,asistencia
E-0957,CZE-15,sale
E-0957,CZE-11,entra
E-0958,RSA-25,sale
E-0958,RSA-13,entra
E-0959,CZE-4,sale
E-0959,CZE-2,entra
E-0960,RSA-2,amonestado
E-0961,CZE-5,amonestado
E-0962,CZE-24,sale
E-0962,CZE-25,entra
E-0963,CZE-7,sale
E-0963,CZE-19,entra
E-0964,CZE-22,sale
E-0964,CZE-21,entra
E-0965,CZE-25,autor
E-0966,SUI-21,autor
E-0966,SUI-15,asistencia
E-0967,SUI-10,amonestado
E-0968,CAN-3,amonestado
E-0969,SUI-20,sale
E-0969,SUI-26,entra
E-0970,SUI-11,sale
E-0970,SUI-8,entra
E-0971,CAN-11,autor
E-0971,CAN-4,asistencia
E-0972,SUI-5,sale
E-0972,SUI-18,entra
E-0973,CAN-8,sale
E-0973,CAN-5,entra
E-0974,CAN-19,sale
E-0974,CAN-18,entra
E-0975,CAN-11,sale
E-0975,CAN-22,entra
E-0976,CAN-3,sale
E-0976,CAN-9,entra
E-0977,CAN-2,sale
E-0977,CAN-6,entra
E-0978,SUI-6,amonestado
E-0979,QAT-13,amonestado
E-0980,QAT-22,autor
E-0980,QAT-10,asistencia
E-0981,QAT-2,autor
E-0981,QAT-3,asistencia
E-0982,QAT-10,amonestado
E-0983,QAT-21,amonestado
E-0984,BIH-21,autor
E-0984,BIH-15,asistencia
E-0985,QAT-4,amonestado
E-0986,QAT-22,autor
E-0987,BIH-26,autor
E-0987,BIH-16,asistencia
E-0988,QAT-25,sale
E-0988,QAT-26,entra
E-0989,BIH-5,sale
E-0989,BIH-8,entra
E-0990,BIH-21,sale
E-0990,BIH-25,entra
E-0991,QAT-3,sale
E-0991,QAT-9,entra
E-0992,QAT-2,amonestado
E-0993,QAT-13,sale
E-0993,QAT-18,entra
E-0994,BIH-15,sale
E-0994,BIH-9,entra
E-0995,QAT-21,sale
E-0995,QAT-19,entra
E-0996,BIH-10,sale
E-0996,BIH-19,entra
E-0997,QAT-10,autor
E-0997,QAT-11,asistencia
E-0998,BIH-20,sale
E-0998,BIH-22,entra
E-0999,MAR-5,amonestado
E-1000,MAR-21,autor
E-1000,MAR-5,asistencia
E-1001,MAR-2,amonestado
E-1002,MAR-10,amonestado
E-1003,BRA-25,autor
E-1004,MAR-7,sale
E-1004,MAR-24,entra
E-1005,MAR-14,sale
E-1005,MAR-16,entra
E-1006,BRA-17,sale
E-1006,BRA-6,entra
E-1007,BRA-20,sale
E-1007,BRA-19,entra
E-1008,MAR-5,sale
E-1008,MAR-8,entra
E-1009,BRA-3,sale
E-1009,BRA-16,entra
E-1010,BRA-26,sale
E-1010,BRA-22,entra
E-1011,BRA-4,amonestado
E-1012,BRA-22,autor
E-1012,BRA-13,asistencia
E-1013,HAI-24,autor
E-1014,HAI-13,amonestado
E-1015,SCO-3,amonestado
E-1016,SCO-16,amonestado
E-1017,SCO-22,sale
E-1017,SCO-25,entra
E-1018,SCO-2,amonestado
E-1019,SCO-25,autor
E-1019,SCO-14,asistencia
E-1020,SCO-3,sale
E-1020,SCO-24,entra
E-1021,SCO-5,sale
E-1021,SCO-7,entra
E-1022,HAI-2,sale
E-1022,HAI-5,entra
E-1023,SCO-24,amonestado
E-1024,HAI-8,sale
E-1024,HAI-9,entra
E-1025,SCO-4,sale
E-1025,SCO-8,entra
E-1026,SCO-2,sale
E-1026,SCO-26,entra
E-1027,HAI-13,sale
E-1027,HAI-18,entra
E-1028,TUR-8,amonestado
E-1029,USA-21,autor
E-1029,USA-5,asistencia
E-1030,TUR-18,amonestado
E-1031,USA-3,amonestado
E-1032,TUR-7,sale
E-1032,TUR-3,entra
E-1033,USA-25,sale
E-1033,USA-26,entra
E-1034,USA-3,sale
E-1034,USA-8,entra
E-1035,TUR-18,autor
E-1035,TUR-16,asistencia
E-1036,USA-13,sale
E-1036,USA-17,entra
E-1037,TUR-20,sale
E-1037,TUR-21,entra
E-1038,USA-11,sale
E-1038,USA-10,entra
E-1039,TUR-10,sale
E-1039,TUR-15,entra
E-1040,USA-26,autor
E-1040,USA-10,asistencia
E-1041,TUR-2,amonestado
E-1042,PAR-26,amonestado
E-1043,AUS-20,autor
E-1043,AUS-10,asistencia
E-1044,PAR-6,amonestado
E-1045,AUS-21,autor
E-1046,PAR-15,autor
E-1046,PAR-14,asistencia
E-1047,PAR-14,amonestado
E-1048,PAR-6,sale
E-1048,PAR-7,entra
E-1049,PAR-26,sale
E-1049,PAR-25,entra
E-1050,PAR-22,sale
E-1050,PAR-20,entra
E-1051,AUS-10,sale
E-1051,AUS-14,entra
E-1052,AUS-20,sale
E-1052,AUS-25,entra
E-1053,AUS-4,sale
E-1053,AUS-7,entra
E-1054,PAR-15,autor
E-1054,PAR-25,asistencia
E-1055,AUS-11,amonestado
E-1056,PAR-21,autor
E-1057,AUS-7,amonestado
E-1058,GER-24,autor
E-1058,GER-15,asistencia
E-1059,ECU-21,autor
E-1059,ECU-22,asistencia
E-1060,ECU-6,amonestado
E-1061,GER-3,amonestado
E-1062,ECU-6,sale
E-1062,ECU-15,entra
E-1063,GER-24,sale
E-1063,GER-21,entra
E-1064,ECU-5,sale
E-1064,ECU-2,entra
E-1065,GER-22,sale
E-1065,GER-25,entra
E-1066,ECU-22,sale
E-1066,ECU-14,entra
E-1067,GER-20,sale
E-1067,GER-8,entra
E-1068,ECU-4,sale
E-1068,ECU-7,entra
E-1069,GER-15,amonestado
E-1070,CUW-20,amonestado
E-1071,CIV-3,amonestado
E-1072,CIV-2,autor
E-1072,CIV-16,asistencia
E-1073,CUW-11,amonestado
E-1074,CIV-21,autor
E-1074,CIV-16,asistencia
E-1075,CIV-11,sale
E-1075,CIV-18,entra
E-1076,CUW-11,sale
E-1076,CUW-14,entra
E-1077,CIV-5,sale
E-1077,CIV-8,entra
E-1078,CUW-21,sale
E-1078,CUW-19,entra
E-1079,CUW-6,sale
E-1079,CUW-4,entra
E-1080,CIV-4,sale
E-1080,CIV-24,entra
E-1081,CUW-18,sale
E-1081,CUW-17,entra
E-1082,CIV-3,sale
E-1082,CIV-6,entra
E-1083,CIV-21,autor
E-1083,CIV-16,asistencia
E-1084,CIV-2,sale
E-1084,CIV-7,entra
E-1085,CUW-2,amonestado
E-1086,JPN-9,amonestado
E-1087,NED-24,sale
E-1087,NED-26,entra
E-1088,NED-10,sale
E-1088,NED-19,entra
E-1089,NED-7,sale
E-1089,NED-9,entra
E-1090,JPN-24,sale
E-1090,JPN-25,entra
E-1091,JPN-2,sale
E-1091,JPN-17,entra
E-1092,JPN-4,amonestado
E-1093,JPN-10,expulsado
E-1094,JPN-4,sale
E-1094,JPN-5,entra
E-1095,JPN-13,sale
E-1095,JPN-8,entra
E-1096,NED-11,autor
E-1096,NED-20,asistencia
E-1097,NED-3,amonestado
E-1098,TUN-18,amonestado
E-1099,SWE-15,amonestado
E-1100,SWE-20,autor
E-1101,TUN-4,sale
E-1101,TUN-8,entra
E-1102,SWE-5,sale
E-1102,SWE-8,entra
E-1103,TUN-20,sale
E-1103,TUN-15,entra
E-1104,SWE-10,sale
E-1104,SWE-17,entra
E-1105,TUN-5,amonestado
E-1106,TUN-3,sale
E-1106,TUN-6,entra
E-1107,SWE-3,sale
E-1107,SWE-7,entra
E-1108,TUN-10,autor
E-1108,TUN-15,asistencia
E-1109,TUN-11,amonestado
E-1110,BEL-20,autor
E-1110,BEL-25,asistencia
E-1111,BEL-25,sale
E-1111,BEL-21,entra
E-1112,IRN-21,sale
E-1112,IRN-26,entra
E-1113,IRN-20,amonestado
E-1114,BEL-13,sale
E-1114,BEL-11,entra
E-1115,IRN-3,sale
E-1115,IRN-9,entra
E-1116,BEL-24,sale
E-1116,BEL-16,entra
E-1117,IRN-4,sale
E-1117,IRN-8,entra
E-1118,BEL-8,sale
E-1118,BEL-22,entra
E-1119,IRN-19,sale
E-1119,IRN-16,entra
E-1120,BEL-18,autor
E-1120,BEL-2,asistencia
E-1121,BEL-2,sale
E-1121,BEL-6,entra
E-1122,IRN-16,amonestado
E-1123,BEL-18,autor
E-1124,EGY-21,autor
E-1124,EGY-18,asistencia
E-1125,EGY-6,amonestado
E-1126,EGY-2,autor
E-1127,NZL-25,autor
E-1128,EGY-2,sale
E-1128,EGY-5,entra
E-1129,EGY-17,sale
E-1129,EGY-14,entra
E-1130,NZL-13,sale
E-1130,NZL-14,entra
E-1131,EGY-24,sale
E-1131,EGY-7,entra
E-1132,EGY-9,sale
E-1132,EGY-19,entra
E-1133,NZL-2,sale
E-1133,NZL-9,entra
E-1134,EGY-21,sale
E-1134,EGY-26,entra
E-1135,NZL-21,sale
E-1135,NZL-24,entra
E-1136,NZL-4,sale
E-1136,NZL-7,entra
E-1137,NZL-25,amonestado
E-1138,EGY-26,autor
E-1139,ESP-11,autor
E-1140,URU-15,amonestado
E-1141,ESP-26,amonestado
E-1142,URU-2,sale
E-1142,URU-8,entra
E-1143,URU-6,sale
E-1143,URU-9,entra
E-1144,URU-15,sale
E-1144,URU-19,entra
E-1145,ESP-26,sale
E-1145,ESP-24,entra
E-1146,ESP-4,sale
E-1146,ESP-6,entra
E-1147,ESP-20,sale
E-1147,ESP-18,entra
E-1148,URU-11,amonestado
E-1149,ESP-22,sale
E-1149,ESP-25,entra
E-1150,ESP-10,amonestado
E-1151,CPV-18,autor
E-1152,CPV-5,amonestado
E-1153,KSA-20,autor
E-1154,CPV-6,amonestado
E-1155,CPV-11,amonestado
E-1156,CPV-18,sale
E-1156,CPV-17,entra
E-1157,KSA-6,sale
E-1157,KSA-7,entra
E-1158,CPV-11,sale
E-1158,CPV-15,entra
E-1159,KSA-11,sale
E-1159,KSA-15,entra
E-1160,CPV-4,sale
E-1160,CPV-8,entra
E-1161,KSA-4,sale
