id,nombre,apellido,posicion,equipo_id
ECU-22,Alvaro,Sandoval,Delantero,ECU
ECU-23,Nahuel,Zambrano,Arquero,ECU
ECU-24,Nahuel,Villalba,Delantero,ECU
ECU-25,Ignacio,Barrios,Delantero,ECU
ECU-26,Renato,Bermudez,Delantero,ECU
EGY-1,Rachid,Diallo,Arquero,EGY
EGY-2,Amadou,Nkemelu,Defensor,EGY
EGY-3,Ibrahim,Adeyemi,Defensor,EGY
EGY-4,Rachid,Benali,Defensor,EGY
EGY-5,Oumar,Adeyemi,Defensor,EGY
EGY-6,Kofi,Dube,Defensor,EGY
EGY-7,Sekou,Boateng,Defensor,EGY
EGY-8,Zola,Sylla,Defensor,EGY
EGY-9,Youssef,Ndiaye,Defensor,EGY
EGY-10,Rachid,Sylla,Mediocampista,EGY
EGY-11,Ayoub,Mokoena,Mediocampista,EGY
EGY-12,Oumar,Osei,Arquero,EGY
EGY-13,Cheikh,Benali,Mediocampista,EGY
EGY-14,Amadou,Adeyemi,Mediocampista,EGY
EGY-15,Sekou,Mensah,Mediocampista,EGY
EGY-16,Tendai,Bamba,Mediocampista,EGY
EGY-17,Ayoub,Sylla,Mediocampista,EGY
EGY-18,Cheikh,Cisse,Mediocampista,EGY
EGY-19,Bakary,Zerhouni,Mediocampista,EGY
EGY-20,Youssef,Dube,Delantero,EGY
EGY-21,Ayoub,Toure,Delantero,EGY
EGY-22,Hicham,Mensah,Delantero,EGY
EGY-23,Idrissa,Boateng,Arquero,EGY
EGY-24,Hicham,Zerhouni,Delantero,EGY
EGY-25,Hicham,Bamba,Delantero,EGY
EGY-26,Kwame,Camara,Delantero,EGY
ENG-1,Julian,Weber,Arquero,ENG
ENG-2,Pavel,Rossi,Defensor,ENG
ENG-3,Kristian,Weber,Defensor,ENG
ENG-4,Thomas,Silva,Defensor,ENG
ENG-5,Kristian,Andersen,Defensor,ENG
ENG-6,Daniel,Kovacs,Defensor,ENG
ENG-7,Rafael,Petrov,Defensor,ENG
ENG-8,Daniel,Larsson,Defensor,ENG
ENG-9,Kristian,Marino,Defensor,ENG
ENG-10,Mateo,Nowak,Mediocampista,ENG
ENG-11,Robin,Marino,Mediocampista,ENG
ENG-12,Thomas,Muller,Arquero,ENG
ENG-13,Milan,Kaminski,Mediocampista,ENG
ENG-14,Lucas,Petrov,Mediocampista,ENG
ENG-15,Rafael,Marino,Mediocampista,ENG
ENG-16,Viktor,Hansen,Mediocampista,ENG
ENG-17,Jonas,Weber,Mediocampista,ENG
ENG-18,Stefan,Rossi,Mediocampista,ENG
ENG-19,Mateo,Andersen,Mediocampista,ENG
ENG-20,Antoine,Horvat,Delantero,ENG
ENG-21,Stefan,Duarte,Delantero,ENG
ENG-22,Leon,Nowak,Delantero,ENG
ENG-23,Stefan,Kaminski,Arquero,ENG
ENG-24,Robin,Weber,Delantero,ENG
ENG-25,Nicolas,Kaminski,Delantero,ENG
ENG-26,Pavel,Andersen,Delantero,ENG
ESP-1,Daniel,Silva,Arquero,ESP
ESP-2,Julian,Andersen,Defensor,ESP
ESP-3,Andreas,Bakker,Defensor,ESP
ESP-4,Andreas,Marino,Defensor,ESP
ESP-5,Stefan,Silva,Defensor,ESP
ESP-6,Andreas,Duarte,Defensor,ESP
ESP-7,Milan,Kaminski,Defensor,ESP
ESP-8,Andreas,Andersen,Defensor,ESP
ESP-9,Thomas,Weber,Defensor,ESP
ESP-10,Milan,Horvat,Mediocampista,ESP
ESP-11,Daniel,Vidal,Mediocampista,ESP
ESP-12,Milan,Silva,Arquero,ESP
ESP-13,Pavel,Muller,Mediocampista,ESP
ESP-14,Daniel,Muller,Mediocampista,ESP
ESP-15,Thomas,Kaminski,Mediocampista,ESP
ESP-16,Lucas,Kaminski,Mediocampista,ESP
ESP-17,Daniel,Moreau,Mediocampista,ESP
ESP-18,Mateo,Andersen,Mediocampista,ESP
ESP-19,Viktor,Moreau,Mediocampista,ESP
ESP-20,Milan,Petrov,Delantero,ESP
ESP-21,Marco,Kovacs,Delantero,ESP
ESP-22,Jonas,Vidal,Delantero,ESP
ESP-23,Stefan,Hansen,Arquero,ESP
ESP-24,Viktor,Marino,Delantero,ESP
ESP-25,Sergio,Moreau,Delantero,ESP
ESP-26,Mateo,Muller,Delantero,ESP
FRA-1,Viktor,Vidal,Arquero,FRA
FRA-2,Lucas,Bakker,Defensor,FRA
FRA-3,Robin,Bakker,Defensor,FRA
FRA-4,Thomas,Kovacs,Defensor,FRA
FRA-5,Jonas,Horvat,Defensor,FRA
FRA-6,Sergio,Rossi,Defensor,FRA
FRA-7,Milan,Petrov,Defensor,FRA
FRA-8,Stefan,Novak,Defensor,FRA
FRA-9,Viktor,Fischer,Defensor,FRA
FRA-10,Emil,Nowak,Mediocampista,FRA
FRA-11,Jonas,Nowak,Mediocampista,FRA
FRA-12,Julian,Andersen,Arquero,FRA
FRA-13,Daniel,Fischer,Mediocampista,FRA
FRA-14,Mateo,Petrov,Mediocampista,FRA
FRA-15,Nicolas,Rossi,Mediocampista,FRA
FRA-16,Jonas,Bakker,Mediocampista,FRA
FRA-17,Emil,Larsson,Mediocampista,FRA
FRA-18,Emil,Novak,Mediocampista,FRA
FRA-19,Mateo,Bakker,Mediocampista,FRA
FRA-20,Daniel,Marino,Delantero,FRA
FRA-21,Emil,Weber,Delantero,FRA
FRA-22,Stefan,Marino,Delantero,FRA
FRA-23,Stefan,Bianchi,Arquero,FRA
FRA-24,Milan,Duarte,Delantero,FRA
FRA-25,Stefan,Fischer,Delantero,FRA
FRA-26,Robin,Andersen,Delantero,FRA
GER-1,Stefan,Kaminski,Arquero,GER
GER-2,Antoine,Duarte,Defensor,GER
GER-3,Robin,Nowak,Defensor,GER
GER-4,Leon,Fischer,Defensor,GER
GER-5,Emil,Novak,Defensor,GER
GER-6,Mateo,Larsson,Defensor,GER
GER-7,Pavel,Andersen,Defensor,GER
GER-8,Julian,Novak,Defensor,GER
GER-9,Kristian,Novak,Defensor,GER
GER-10,Kristian,Silva,Mediocampista,GER
GER-11,Marco,Hansen,Mediocampista,GER
GER-12,Emil,Petrov,Arquero,GER
GER-13,Stefan,Bakker,Mediocampista,GER
GER-14,Kristian,Vidal,Mediocampista,GER
GER-15,Julian,Marino,Mediocampista,GER
GER-16,Kristian,Horvat,Mediocampista,GER
GER-17,Emil,Andersen,Mediocampista,GER
GER-18,Daniel,Petrov,Mediocampista,GER
GER-19,Kristian,Kovacs,Mediocampista,GER
GER-20,Milan,Andersen,Delantero,GER
GER-21,Viktor,Kaminski,Delantero,GER
GER-22,Mateo,Rossi,Delantero,GER
GER-23,Jonas,Nowak,Arquero,GER
GER-24,Pavel,Petrov,Delantero,GER
GER-25,Sergio,Moreau,Delantero,GER
GER-26,Robin,Fischer,Delantero,GER
GHA-1,Zola,Benali,Arquero,GHA
GHA-2,Sipho,Bekele,Defensor,GHA
GHA-3,Chiedozie,Haddad,Defensor,GHA
GHA-4,Youssef,Ndiaye,Defensor,GHA
GHA-5,Cheikh,Keita,Defensor,GHA
GHA-6,Sipho,Zerhouni,Defensor,GHA
GHA-7,Kofi,Adeyemi,Defensor,GHA
GHA-8,Oumar,Nkemelu,Defensor,GHA
GHA-9,Mamadou,Zerhouni,Defensor,GHA
GHA-10,Tendai,Diallo,Mediocampista,GHA
GHA-11,Kofi,Cisse,Mediocampista,GHA
GHA-12,Idrissa,Mokoena,Arquero,GHA
GHA-13,Zola,Camara,Mediocampista,GHA
GHA-14,Bakary,Ndiaye,Mediocampista,GHA
GHA-15,Mamadou,Mokoena,Mediocampista,GHA
GHA-16,Amadou,Mokoena,Mediocampista,GHA
GHA-17,Idrissa,Benali,Mediocampista,GHA
GHA-18,Ayoub,Adeyemi,Mediocampista,GHA
GHA-19,Kofi,Camara,Mediocampista,GHA
GHA-20,Cheikh,Mensah,Delantero,GHA
GHA-21,Oumar,Diallo,Delantero,GHA
GHA-22,Chiedozie,Cisse,Delantero,GHA
GHA-23,Youssef,Haddad,Arquero,GHA
GHA-24,Sipho,Benali,Delantero,GHA
GHA-25,Tendai,Zerhouni,Delantero,GHA
GHA-26,Ibrahim,Traore,Delantero,GHA
HAI-1,Pierre,Navarro,Arquero,HAI
HAI-2,Jorge,Solano,Defensor,HAI
HAI-3,Osvaldo,Serrano,Defensor,HAI
HAI-4,Bryan,Guzman,Defensor,HAI
HAI-5,Alexis,Mendoza,Defensor,HAI
HAI-6,Osvaldo,Reyes,Defensor,HAI
HAI-7,Eduardo,Hernandez,Defensor,HAI
HAI-8,Jorge,Ramirez,Defensor,HAI
HAI-9,Eduardo,Reyes,Defensor,HAI
HAI-10,Nelson,Mendoza,Mediocampista,HAI
HAI-11,Jean,Reyes,Mediocampista,HAI
HAI-12,Jean,Coronado,Arquero,HAI
HAI-13,Andres,Jean-Louis,Mediocampista,HAI
HAI-14,Kevin,Coronado,Mediocampista,HAI
HAI-15,Hector,Coronado,Mediocampista,HAI
HAI-16,Wilfried,Jean-Louis,Mediocampista,HAI
HAI-17,Ricardo,Baptiste,Mediocampista,HAI
HAI-18,Kevin,Navarro,Mediocampista,HAI
HAI-19,Damian,Ramirez,Mediocampista,HAI
HAI-20,Marlon,Pierre,Delantero,HAI
HAI-21,Marlon,Baptiste,Delantero,HAI
HAI-22,Ricardo,Guzman,Delantero,HAI
HAI-23,Hector,Espinoza,Arquero,HAI
HAI-24,Wilfried,Ortega,Delantero,HAI
HAI-25,Carlos,Campbell,Delantero,HAI
HAI-26,Luis,Coronado,Delantero,HAI
IRN-1,Seojun,Farhadi,Arquero,IRN
IRN-2,Yusuf,Rahimi,Defensor,IRN
IRN-3,Ali,Lee,Defensor,IRN
IRN-4,Omar,Karimov,Defensor,IRN
IRN-5,Sora,Watanabe,Defensor,IRN
IRN-6,Riku,Rahimi,Defensor,IRN
IRN-7,Ahmad,Saito,Defensor,IRN
IRN-8,Ali,Jang,Defensor,IRN
IRN-9,Ahmad,Rahimi,Defensor,IRN
IRN-10,Faisal,Jang,Mediocampista,IRN
IRN-11,Kenta,Abbas,Mediocampista,IRN
IRN-12,Hassan,Karimov,Arquero,IRN
IRN-13,Ali,Kim,Mediocampista,IRN
IRN-14,Minjun,Al Mansouri,Mediocampista,IRN
IRN-15,Ahmad,Nakamura,Mediocampista,IRN
IRN-16,Sora,Kim,Mediocampista,IRN
IRN-17,Omar,Rahimi,Mediocampista,IRN
IRN-18,Nasser,Al Mansouri,Mediocampista,IRN
IRN-19,Yusuf,Ito,Mediocampista,IRN
IRN-20,Ahmad,Karimov,Delantero,IRN
IRN-21,Sora,Ito,Delantero,IRN
IRN-22,Jinwoo,Watanabe,Delantero,IRN
IRN-23,Riku,Farhadi,Arquero,IRN
IRN-24,Karim,Watanabe,Delantero,IRN
IRN-25,Jinwoo,Kim,Delantero,IRN
IRN-26,Minjun,Abbas,Delantero,IRN
IRQ-1,Sora,Farhadi,Arquero,IRQ
IRQ-2,Ahmad,Jang,Defensor,IRQ
IRQ-3,Sora,Al Harbi,Defensor,IRQ
IRQ-4,Takumi,Rahimi,Defensor,IRQ
IRQ-5,Faisal,Farhadi,Defensor,IRQ
IRQ-6,Nasser,Nakamura,Defensor,IRQ
IRQ-7,Omar,Lee,Defensor,IRQ
IRQ-8,Jihoon,Choi,Defensor,IRQ
IRQ-9,Riku,Choi,Defensor,IRQ
IRQ-10,Hassan,Aziz,Mediocampista,IRQ
IRQ-11,Nasser,Ito,Mediocampista,IRQ
IRQ-12,Yusuf,Ito,Arquero,IRQ
IRQ-13,Ali,Karimov,Mediocampista,IRQ
IRQ-14,Kenta,Abbas,Mediocampista,IRQ
IRQ-15,Omar,Park,Mediocampista,IRQ
IRQ-16,Minjun,Watanabe,Mediocampista,IRQ
IRQ-17,Ahmad,Al Mansouri,Mediocampista,IRQ
IRQ-18,Hassan,Tanaka,Mediocampista,IRQ
IRQ-19,Ali,Watanabe,Mediocampista,IRQ
IRQ-20,Seojun,Choi,Delantero,IRQ
IRQ-21,Bilal,Al Harbi,Delantero,IRQ
IRQ-22,Jihoon,Watanabe,Delantero,IRQ
IRQ-23,Karim,Watanabe,Arquero,IRQ
IRQ-24,Reza,Farhadi,Delantero,IRQ
IRQ-25,Jihoon,Al Mansouri,Delantero,IRQ
IRQ-26,Karim,Hosseini,Delantero,IRQ
ITA-1,Emil,Novak,Arquero,ITA
ITA-2,Kristian,Bianchi,Defensor,ITA
ITA-3,Marco,Kaminski,Defensor,ITA
ITA-4,Emil,Larsson,Defensor,ITA
ITA-5,Sergio,Kovacs,Defensor,ITA
ITA-6,Andreas,Novak,Defensor,ITA
ITA-7,Stefan,Vidal,Defensor,ITA
ITA-8,Sergio,Fischer,Defensor,ITA
ITA-9,Stefan,Moreau,Defensor,ITA
ITA-10,Viktor,Muller,Mediocampista,ITA
ITA-11,Antoine,Novak,Mediocampista,ITA
ITA-12,Milan,Petrov,Arquero,ITA
ITA-13,Pavel,Andersen,Mediocampista,ITA
ITA-14,Pavel,Duarte,Mediocampista,ITA
ITA-15,Emil,Kovacs,Mediocampista,ITA
ITA-16,Mateo,Silva,Mediocampista,ITA
ITA-17,Marco,Marino,Mediocampista,ITA
ITA-18,Milan,Kovacs,Mediocampista,ITA
ITA-19,Emil,Bianchi,Mediocampista,ITA
ITA-20,Julian,Moreau,Delantero,ITA
ITA-21,Stefan,Larsson,Delantero,ITA
ITA-22,Robin,Kaminski,Delantero,ITA
ITA-23,Antoine,Hansen,Arquero,ITA
ITA-24,Robin,Bakker,Delantero,ITA
ITA-25,Marco,Nowak,Delantero,ITA
ITA-26,Daniel,Muller,Delantero,ITA
JOR-1,Nasser,Abbas,Arquero,JOR
JOR-2,Yusuf,Nakamura,Defensor,JOR
JOR-3,Faisal,Tanaka,Defensor,JOR
JOR-4,Karim,Al Mansouri,Defensor,JOR
JOR-5,Karim,Nakamura,Defensor,JOR
JOR-6,Hassan,Karimov,Defensor,JOR
JOR-7,Reza,Saito,Defensor,JOR
JOR-8,Minjun,Jang,Defensor,JOR
JOR-9,Yusuf,Shin,Defensor,JOR
JOR-10,Seojun,Yamamoto,Mediocampista,JOR
JOR-11,Faisal,Choi,Mediocampista,JOR
JOR-12,Yusuf,Al Mansouri,Arquero,JOR
JOR-13,Riku,Karimov,Mediocampista,JOR
JOR-14,Jinwoo,Abbas,Mediocampista,JOR
JOR-15,Karim,Kim,Mediocampista,JOR
JOR-16,Faisal,Karimov,Mediocampista,JOR
JOR-17,Bilal,Rahimi,Mediocampista,JOR
JOR-18,Haruki,Aziz,Mediocampista,JOR
JOR-19,Reza,Abbas,Mediocampista,JOR
JOR-20,Jihoon,Watanabe,Delantero,JOR
JOR-21,Faisal,Park,Delantero,JOR
JOR-22,Ahmad,Park,Delantero,JOR
JOR-23,Ali,Karimov,Arquero,JOR
JOR-24,Jihoon,Karimov,Delantero,JOR
JOR-25,Kenta,Kim,Delantero,JOR
JOR-26,Bilal,Choi,Delantero,JOR
JPN-1,Dongwon,Yamamoto,Arquero,JPN
JPN-2,Nasser,Park,Defensor,JPN
JPN-3,Reza,Al Mansouri,Defensor,JPN
JPN-4,Kenta,Al Mansouri,Defensor,JPN
JPN-5,Hassan,Tanaka,Defensor,JPN
JPN-6,Seojun,Ito,Defensor,JPN
JPN-7,Reza,Jang,Defensor,JPN
JPN-8,Jinwoo,Jang,Defensor,JPN
JPN-9,Jinwoo,Rahimi,Defensor,JPN
JPN-10,Seojun,Al Mansouri,Mediocampista,JPN
JPN-11,Reza,Choi,Mediocampista,JPN
JPN-12,Dongwon,Nakamura,Arquero,JPN
JPN-13,Seojun,Nakamura,Mediocampista,JPN
JPN-14,Ahmad,Park,Mediocampista,JPN
JPN-15,Dongwon,Lee,Mediocampista,JPN
JPN-16,Riku,Shin,Mediocampista,JPN
JPN-17,Kenta,Karimov,Mediocampista,JPN
JPN-18,Bilal,Hosseini,Mediocampista,JPN
JPN-19,Bilal,Saito,Mediocampista,JPN
JPN-20,Hassan,Rahimi,Delantero,JPN
JPN-21,Seojun,Abbas,Delantero,JPN
JPN-22,Minjun,Aziz,Delantero,JPN
JPN-23,Dongwon,Hosseini,Arquero,JPN
JPN-24,Riku,Karimov,Delantero,JPN
JPN-25,Ahmad,Lee,Delantero,JPN
JPN-26,Reza,Kim,Delantero,JPN
KOR-1,Sora,Farhadi,Arquero,KOR
KOR-2,Riku,Choi,Defensor,KOR
KOR-3,Ali,Shin,Defensor,KOR
KOR-4,Faisal,Nakamura,Defensor,KOR
KOR-5,Haruki,Jang,Defensor,KOR
KOR-6,Bilal,Saito,Defensor,KOR
KOR-7,Dongwon,Abbas,Defensor,KOR
KOR-8,Sora,Karimov,Defensor,KOR
KOR-9,Minjun,Nakamura,Defensor,KOR
KOR-10,Yusuf,Tanaka,Mediocampista,KOR
KOR-11,Karim,Shin,Mediocampista,KOR
KOR-12,Yusuf,Saito,Arquero,KOR
KOR-13,Jihoon,Hosseini,Mediocampista,KOR
KOR-14,Dongwon,Yamamoto,Mediocampista,KOR
KOR-15,Takumi,Rahimi,Mediocampista,KOR
KOR-16,Sora,Hosseini,Mediocampista,KOR
KOR-17,Karim,Kim,Mediocampista,KOR
KOR-18,Haruki,Nakamura,Mediocampista,KOR
KOR-19,Jihoon,Nakamura,Mediocampista,KOR
KOR-20,Reza,Al Mansouri,Delantero,KOR
KOR-21,Takumi,Watanabe,Delantero,KOR
KOR-22,Ahmad,Rahimi,Delantero,KOR
KOR-23,Dongwon,Rahimi,Arquero,KOR
KOR-24,Yusuf,Nakamura,Delantero,KOR
KOR-25,Kenta,Yamamoto,Delantero,KOR
KOR-26,Jihoon,Ito,Delantero,KOR
KSA-1,Sora,Yamamoto,Arquero,KSA
KSA-2,Omar,Jang,Defensor,KSA
KSA-3,Kenta,Farhadi,Defensor,KSA
KSA-4,Reza,Ito,Defensor,KSA
KSA-5,Karim,Ito,Defensor,KSA
KSA-6,Ali,Aziz,Defensor,KSA
KSA-7,Kenta,Lee,Defensor,KSA
KSA-8,Hassan,Yamamoto,Defensor,KSA
KSA-9,Dongwon,Tanaka,Defensor,KSA
KSA-10,Haruki,Choi,Mediocampista,KSA
KSA-11,Haruki,Lee,Mediocampista,KSA
KSA-12,Ahmad,Park,Arquero,KSA
KSA-13,Sora,Nakamura,Mediocampista,KSA
KSA-14,Omar,Tanaka,Mediocampista,KSA
KSA-15,Dongwon,Nakamura,Mediocampista,KSA
KSA-16,Karim,Kim,Mediocampista,KSA
KSA-17,Hassan,Al Mansouri,Mediocampista,KSA
KSA-18,Karim,Rahimi,Mediocampista,KSA
KSA-19,Riku,Park,Mediocampista,KSA
KSA-20,Ahmad,Aziz,Delantero,KSA
KSA-21,Kenta,Jang,Delantero,KSA
KSA-22,Yusuf,Park,Delantero,KSA
KSA-23,Faisal,Hosseini,Arquero,KSA
KSA-24,Riku,Lee,Delantero,KSA
KSA-25,Dongwon,Rahimi,Delantero,KSA
KSA-26,Seojun,Jang,Delantero,KSA
MAR-1,Sipho,Traore,Arquero,MAR
MAR-2,Kwame,Sylla,Defensor,MAR
MAR-3,Sipho,Sylla,Defensor,MAR
MAR-4,Chiedozie,Camara,Defensor,MAR
MAR-5,Tendai,Diallo,Defensor,MAR
MAR-6,Mamadou,Zerhouni,Defensor,MAR
MAR-7,Kwame,Cisse,Defensor,MAR
MAR-8,Hicham,Cisse,Defensor,MAR
MAR-9,Mamadou,Benali,Defensor,MAR
MAR-10,Hicham,Boateng,Mediocampista,MAR
MAR-11,Kwame,Bekele,Mediocampista,MAR
MAR-12,Kwame,Ndiaye,Arquero,MAR
MAR-13,Tarek,Osei,Mediocampista,MAR
MAR-14,Bakary,Diallo,Mediocampista,MAR
MAR-15,Ibrahim,Mokoena,Mediocampista,MAR
MAR-16,Idrissa,Diallo,Mediocampista,MAR
MAR-17,Idrissa,Mensah,Mediocampista,MAR
MAR-18,Idrissa,Traore,Mediocampista,MAR
MAR-19,Sipho,Bamba,Mediocampista,MAR
MAR-20,Youssef,Nkemelu,Delantero,MAR
MAR-21,Nabil,Benali,Delantero,MAR
MAR-22,Kofi,Mokoena,Delantero,MAR
MAR-23,Youssef,Zerhouni,Arquero,MAR
MAR-24,Ayoub,Traore,Delantero,MAR
MAR-25,Hicham,Mensah,Delantero,MAR
MAR-26,Kwame,Nkemelu,Delantero,MAR
MEX-1,Roberto,Pierre,Arquero,MEX
MEX-2,Roberto,Navarro,Defensor,MEX
MEX-3,Wilfried,Baptiste,Defensor,MEX
MEX-4,Nelson,Ortega,Defensor,MEX
MEX-5,Kevin,Mendoza,Defensor,MEX
MEX-6,Pierre,Campbell,Defensor,MEX
MEX-7,Roberto,Mendoza,Defensor,MEX
MEX-8,Wilfried,Salazar,Defensor,MEX
MEX-9,Wilfried,Pierre,Defensor,MEX
MEX-10,Osvaldo,Vargas,Mediocampista,MEX
MEX-11,Nelson,Vargas,Mediocampista,MEX
MEX-12,Hector,Solano,Arquero,MEX
MEX-13,Manuel,Ortega,Mediocampista,MEX
MEX-14,Nelson,Baptiste,Mediocampista,MEX
MEX-15,Jorge,Pierre,Mediocampista,MEX
MEX-16,Andres,Jean-Louis,Mediocampista,MEX
MEX-17,Pierre,Vargas,Mediocampista,MEX
MEX-18,Roberto,Reyes,Mediocampista,MEX
MEX-19,Bryan,Coronado,Mediocampista,MEX
MEX-20,Andres,Serrano,Delantero,MEX
MEX-21,Manuel,Navarro,Delantero,MEX
MEX-22,Eduardo,Navarro,Delantero,MEX
MEX-23,Luis,Mendoza,Arquero,MEX
MEX-24,Hector,Salazar,Delantero,MEX
MEX-25,Hector,Navarro,Delantero,MEX
MEX-26,Roberto,Espinoza,Delantero,MEX
MLI-1,Rachid,Haddad,Arquero,MLI
MLI-2,Bakary,Haddad,Defensor,MLI
MLI-3,Sipho,Toure,Defensor,MLI
MLI-4,Zola,Traore,Defensor,MLI
MLI-5,Zola,Osei,Defensor,MLI
MLI-6,Tendai,Toure,Defensor,MLI
MLI-7,Sipho,Dube,Defensor,MLI
MLI-8,Ibrahim,Diallo,Defensor,MLI
MLI-9,Zola,Boateng,Defensor,MLI
MLI-10,Bakary,Benali,Mediocampista,MLI
MLI-11,Zola,Diallo,Mediocampista,MLI
MLI-12,Youssef,Sylla,Arquero,MLI
MLI-13,Tarek,Keita,Mediocampista,MLI
MLI-14,Kofi,Diallo,Mediocampista,MLI
MLI-15,Hicham,Osei,Mediocampista,MLI
MLI-16,Kwame,Ndiaye,Mediocampista,MLI
MLI-17,Kofi,Keita,Mediocampista,MLI
MLI-18,Ibrahim,Keita,Mediocampista,MLI
MLI-19,Nabil,Dube,Mediocampista,MLI
MLI-20,Idrissa,Benali,Delantero,MLI
MLI-21,Idrissa,Boateng,Delantero,MLI
MLI-22,Zola,Toure,Delantero,MLI
MLI-23,Chiedozie,Boateng,Arquero,MLI
MLI-24,Amadou,Sylla,Delantero,MLI
MLI-25,Chiedozie,Dube,Delantero,MLI
MLI-26,Bakary,Diallo,Delantero,MLI
NCL-1,Liam,Latu,Arquero,NCL
NCL-2,Hemi,Latu,Defensor,NCL
NCL-3,Rewi,Naidu,Defensor,NCL
NCL-4,Tevita,Halapua,Defensor,NCL
NCL-5,Sione,Kaimana,Defensor,NCL
NCL-6,Tevita,Tamati,Defensor,NCL
NCL-7,Noa,Sione,Defensor,NCL
NCL-8,Rewi,Rakau,Defensor,NCL
NCL-9,Tevita,Tupou,Defensor,NCL
NCL-10,Tama,Morrison,Mediocampista,NCL
NCL-11,Ryder,Ngata,Mediocampista,NCL
NCL-12,Dylan,Tamati,Arquero,NCL
NCL-13,Noa,Paulo,Mediocampista,NCL
NCL-14,Manu,Tamati,Mediocampista,NCL
NCL-15,Caleb,Tuilagi,Mediocampista,NCL
NCL-16,Malu,Tamati,Mediocampista,NCL
NCL-17,Jayden,Waititi,Mediocampista,NCL
NCL-18,Josua,Ngata,Mediocampista,NCL
NCL-19,Hemi,Ravu,Mediocampista,NCL
NCL-20,Josua,Tuilagi,Delantero,NCL
NCL-21,Sione,Morrison,Delantero,NCL
NCL-22,Manu,Fifita,Delantero,NCL
NCL-23,Hemi,Mataitini,Arquero,NCL
NCL-24,Ryder,Halapua,Delantero,NCL
NCL-25,Ari,Paulo,Delantero,NCL
NCL-26,Hemi,Vaega,Delantero,NCL
NED-1,Mateo,Duarte,Arquero,NED
NED-2,Robin,Bianchi,Defensor,NED
NED-3,Julian,Kaminski,Defensor,NED
NED-4,Lucas,Larsson,Defensor,NED
NED-5,Thomas,Fischer,Defensor,NED
NED-6,Emil,Larsson,Defensor,NED
NED-7,Rafael,Nowak,Defensor,NED
NED-8,Sergio,Bianchi,Defensor,NED
NED-9,Milan,Silva,Defensor,NED
NED-10,Daniel,Marino,Mediocampista,NED
NED-11,Kristian,Weber,Mediocampista,NED
NED-12,Sergio,Hansen,Arquero,NED
NED-13,Robin,Hansen,Mediocampista,NED
NED-14,Leon,Silva,Mediocampista,NED
NED-15,Viktor,Nowak,Mediocampista,NED
NED-16,Rafael,Muller,Mediocampista,NED
NED-17,Leon,Rossi,Mediocampista,NED
NED-18,Sergio,Horvat,Mediocampista,NED
NED-19,Julian,Kovacs,Mediocampista,NED
NED-20,Daniel,Hansen,Delantero,NED
NED-21,Rafael,Moreau,Delantero,NED
NED-22,Lucas,Nowak,Delantero,NED
NED-23,Marco,Andersen,Arquero,NED
NED-24,Thomas,Novak,Delantero,NED
NED-25,Antoine,Rossi,Delantero,NED
NED-26,Jonas,Larsson,Delantero,NED
NGA-1,Rachid,Zerhouni,Arquero,NGA
NGA-2,Hicham,Bekele,Defensor,NGA
NGA-3,Kwame,Mensah,Defensor,NGA
NGA-4,Tendai,Dube,Defensor,NGA
NGA-5,Oumar,Traore,Defensor,NGA
NGA-6,Idrissa,Cisse,Defensor,NGA
NGA-7,Sekou,Ndiaye,Defensor,NGA
NGA-8,Oumar,Haddad,Defensor,NGA
NGA-9,Tendai,Sylla,Defensor,NGA
NGA-10,Sekou,Nkemelu,Mediocampista,NGA
NGA-11,Hicham,Mensah,Mediocampista,NGA
NGA-12,Ayoub,Zerhouni,Arquero,NGA
NGA-13,Sipho,Haddad,Mediocampista,NGA
NGA-14,Zola,Nkemelu,Mediocampista,NGA
NGA-15,Kofi,Toure,Mediocampista,NGA
NGA-16,Nabil,Sylla,Mediocampista,NGA
NGA-17,Kwame,Sylla,Mediocampista,NGA
NGA-18,Youssef,Adeyemi,Mediocampista,NGA
NGA-19,Kwame,Benali,Mediocampista,NGA
NGA-20,Tarek,Adeyemi,Delantero,NGA
NGA-21,Youssef,Camara,Delantero,NGA
NGA-22,Youssef,Mokoena,Delantero,NGA
NGA-23,Rachid,Mensah,Arquero,NGA
NGA-24,Bakary,Haddad,Delantero,NGA
NGA-25,Amadou,Adeyemi,Delantero,NGA
NGA-26,Mamadou,Mensah,Delantero,NGA
NOR-1,Nicolas,Petrov,Arquero,NOR
NOR-2,Julian,Kaminski,Defensor,NOR
NOR-3,Pavel,Kovacs,Defensor,NOR
NOR-4,Antoine,Marino,Defensor,NOR
NOR-5,Kristian,Silva,Defensor,NOR
NOR-6,Antoine,Weber,Defensor,NOR
NOR-7,Nicolas,Moreau,Defensor,NOR
NOR-8,Lucas,Marino,Defensor,NOR
NOR-9,Antoine,Fischer,Defensor,NOR
NOR-10,Nicolas,Fischer,Mediocampista,NOR
NOR-11,Daniel,Kaminski,Mediocampista,NOR
NOR-12,Thomas,Silva,Arquero,NOR
NOR-13,Emil,Horvat,Mediocampista,NOR
NOR-14,Jonas,Kaminski,Mediocampista,NOR
NOR-15,Stefan,Moreau,Mediocampista,NOR
NOR-16,Antoine,Kaminski,Mediocampista,NOR
NOR-17,Rafael,Silva,Mediocampista,NOR
NOR-18,Stefan,Kaminski,Mediocampista,NOR
NOR-19,Robin,Petrov,Mediocampista,NOR
